STT,"Mã Cược",Loại,"Người dùng","Số cược","Tiền cược","Thời gian",Huỷ
﻿1,25214,"Giải 2.1",satomember,00,"711,000","14-01-2023 06:35:32"
﻿2,25215,"Giải 2.1",satomember,00,"711,000","14-01-2023 06:35:40"
﻿3,25216,"Giải 2.1",satomember,00,"711,000","14-01-2023 06:36:04"
﻿4,25217,"Giải 2.1",satomember,00,"711,000","14-01-2023 06:36:12"
﻿5,25218,"Giải 2.1",satomember,00,"711,000","14-01-2023 06:36:17"
﻿6,25220,"Giải 2.1",satomember,20,"711,000","14-01-2023 06:51:23"
