STT,"Mã Cược",Loại,"Người dùng","Số cược","Tiền cược","Thời gian",Huỷ
﻿1,25110,Xiên3,satomember,"00,01,02(27)","1,040,000","13-01-2023 09:50:04"
﻿2,25111,Xiên3,satomember,"05,06,07(27)","1,040,000","13-01-2023 09:50:04"
﻿3,25112,Xiên3,satomember,"11,22,33(27)","520,000","13-01-2023 09:50:04"
﻿4,25113,Xiên3,satomember,"66,77,88(27)","520,000","13-01-2023 09:50:04"
﻿5,25131,Xiên3,satomember,"19,12,13(27)","10,400,000","13-01-2023 02:17:45"
﻿6,25132,Xiên3,satomember,"11,12,14(27)","5,200,000","13-01-2023 02:17:45"
﻿7,25133,Xiên3,satomember,"11,13,14(27)","10,920,000","13-01-2023 02:17:45"
﻿8,25134,Xiên3,satomember,"21,22,23(27)","10,400,000","13-01-2023 02:18:15"
﻿9,25135,Xiên3,satomember,"21,22,24(27)","5,200,000","13-01-2023 02:18:15"
﻿10,25136,Xiên3,satomember,"21,23,24(27)","10,920,000","13-01-2023 02:18:15"
﻿11,25153,Xiên3,satomember,"93,94,95(27)","13,000,000","13-01-2023 02:55:56"
﻿12,25155,Xiên3,MenberC0,"00,01,45(27)","1,040","13-01-2023 05:36:26"
﻿13,25156,Xiên3,MenberC0,"00,01,45(27)","1,040","13-01-2023 05:36:54"
﻿14,25157,Xiên3,MenberC0,"00,01,45(27)","1,040","13-01-2023 05:37:28"
﻿15,25158,Xiên3,MenberC0,"00,01,45(27)","1,040","13-01-2023 05:39:09"
﻿16,25159,Xiên3,satomember,"00,01,45(27)","1,060","13-01-2023 06:09:25"
﻿17,25160,Xiên3,satomember,"00,01,45(27)","1,060","13-01-2023 06:09:55"
﻿18,25179,Xiên3,satomember,"01,02,03(27)","5,200","13-01-2023 10:52:06"
﻿19,25180,Xiên3,satomember,"01,02,04(27)","5,200","13-01-2023 10:52:06"
﻿20,25181,Xiên3,satomember,"01,02,05(27)","5,200","13-01-2023 10:52:06"
﻿21,25182,Xiên3,satomember,"01,02,06(27)","5,200","13-01-2023 10:52:06"
﻿22,25183,Xiên3,satomember,"01,03,04(27)","5,200","13-01-2023 10:52:06"
﻿23,25184,Xiên3,satomember,"01,03,05(27)","5,200","13-01-2023 10:52:06"
﻿24,25185,Xiên3,satomember,"01,03,06(27)","5,200","13-01-2023 10:52:06"
﻿25,25186,Xiên3,satomember,"01,04,05(27)","5,200","13-01-2023 10:52:06"
﻿26,25187,Xiên3,satomember,"01,04,06(27)","5,200","13-01-2023 10:52:06"
﻿27,25188,Xiên3,satomember,"01,05,06(27)","5,200","13-01-2023 10:52:06"
﻿28,25189,Xiên3,satomember,"02,03,04(27)","5,200","13-01-2023 10:52:06"
﻿29,25190,Xiên3,satomember,"02,03,05(27)","5,200","13-01-2023 10:52:06"
﻿30,25191,Xiên3,satomember,"02,03,06(27)","5,200","13-01-2023 10:52:06"
﻿31,25192,Xiên3,satomember,"02,04,05(27)","5,200","13-01-2023 10:52:06"
﻿32,25193,Xiên3,satomember,"02,04,06(27)","5,200","13-01-2023 10:52:06"
﻿33,25194,Xiên3,satomember,"02,05,06(27)","5,200","13-01-2023 10:52:06"
﻿34,25195,Xiên3,satomember,"03,04,05(27)","5,200","13-01-2023 10:52:06"
﻿35,25196,Xiên3,satomember,"03,04,06(27)","5,200","13-01-2023 10:52:07"
﻿36,25197,Xiên3,satomember,"03,05,06(27)","5,200","13-01-2023 10:52:07"
﻿37,25198,Xiên3,satomember,"04,05,06(27)","5,200","13-01-2023 10:52:07"
