STT,"Mã Cược",Loại,"Người dùng","Số cược","Tiền cược","Thời gian",Huỷ
﻿348,1175381,Đề,MenberO488,13,"181,400","10-01-2023 09:52:15"
﻿349,1175382,Đề,MenberO488,14,"181,400","10-01-2023 09:52:15"
﻿350,1175383,Đề,MenberO488,15,"181,400","10-01-2023 09:52:15"
﻿351,1175384,Đề,MenberO488,16,"181,400","10-01-2023 09:52:15"
﻿352,1175385,Đề,MenberO488,89,"181,400","10-01-2023 09:52:15"
﻿353,1175386,Đề,MenberO488,00,"272,100","10-01-2023 09:52:15"
﻿354,1175387,Đề,MenberO488,01,"272,100","10-01-2023 09:52:15"
﻿355,1175388,Đề,MenberO488,02,"272,100","10-01-2023 09:52:15"
﻿356,1175389,Đề,MenberO488,03,"272,100","10-01-2023 09:52:15"
﻿357,1175390,Đề,MenberO488,04,"272,100","10-01-2023 09:52:15"
﻿358,1175391,Đề,MenberO488,05,"272,100","10-01-2023 09:52:15"
﻿359,1175392,Đề,MenberO488,06,"272,100","10-01-2023 09:52:15"
﻿360,1175393,Đề,MenberO488,99,"272,100","10-01-2023 09:52:15"
﻿361,1175394,Đề,MenberO488,10,"181,400","10-01-2023 09:52:15"
﻿362,1175395,Đề,MenberO488,11,"181,400","10-01-2023 09:52:15"
﻿363,1175396,Đề,MenberO488,12,"181,400","10-01-2023 09:52:15"
﻿364,1175397,Đề,MenberO488,13,"181,400","10-01-2023 09:52:15"
﻿365,1175398,Đề,MenberO488,14,"181,400","10-01-2023 09:52:15"
﻿366,1175399,Đề,MenberO488,15,"181,400","10-01-2023 09:52:15"
﻿367,1175400,Đề,MenberO488,16,"181,400","10-01-2023 09:52:16"
﻿368,1175401,Đề,MenberO488,89,"181,400","10-01-2023 09:52:16"
﻿369,1175402,Đề,MenberO488,00,"272,100","10-01-2023 09:52:16"
﻿370,1175403,Đề,MenberO488,01,"272,100","10-01-2023 09:52:16"
﻿371,1175404,Đề,MenberO488,02,"272,100","10-01-2023 09:52:16"
﻿372,1175405,Đề,MenberO488,03,"272,100","10-01-2023 09:52:16"
﻿373,1175406,Đề,MenberO488,04,"272,100","10-01-2023 09:52:16"
﻿374,1175407,Đề,MenberO488,05,"272,100","10-01-2023 09:52:16"
﻿375,1175408,Đề,MenberO488,06,"272,100","10-01-2023 09:52:16"
﻿376,1175409,Đề,MenberO488,99,"272,100","10-01-2023 09:52:16"
﻿377,1175410,Đề,MenberO488,10,"181,400","10-01-2023 09:52:16"
﻿378,1175411,Đề,MenberO488,11,"181,400","10-01-2023 09:52:16"
﻿379,1175412,Đề,MenberO488,12,"181,400","10-01-2023 09:52:16"
﻿380,1175413,Đề,MenberO488,13,"181,400","10-01-2023 09:52:16"
﻿381,1175414,Đề,MenberO488,14,"181,400","10-01-2023 09:52:16"
﻿382,1175415,Đề,MenberO488,15,"181,400","10-01-2023 09:52:16"
﻿383,1175416,Đề,MenberO488,16,"181,400","10-01-2023 09:52:16"
﻿384,1175417,Đề,MenberO488,89,"181,400","10-01-2023 09:52:16"
﻿385,1175418,Đề,MenberO488,00,"272,100","10-01-2023 09:52:16"
﻿386,1175419,Đề,MenberO488,01,"272,100","10-01-2023 09:52:16"
﻿387,1175420,Đề,MenberO488,02,"272,100","10-01-2023 09:52:16"
﻿388,1175421,Đề,MenberO488,03,"272,100","10-01-2023 09:52:16"
﻿389,1175422,Đề,MenberO488,04,"272,100","10-01-2023 09:52:16"
﻿390,1175423,Đề,MenberO488,05,"272,100","10-01-2023 09:52:16"
﻿391,1175424,Đề,MenberO488,06,"272,100","10-01-2023 09:52:16"
﻿392,1175425,Đề,MenberO488,99,"272,100","10-01-2023 09:52:16"
﻿393,1175426,Đề,MenberO488,10,"181,400","10-01-2023 09:52:16"
﻿394,1175427,Đề,MenberO488,11,"181,400","10-01-2023 09:52:16"
﻿395,1175428,Đề,MenberO488,12,"181,400","10-01-2023 09:52:16"
﻿396,1175429,Đề,MenberO488,13,"181,400","10-01-2023 09:52:16"
﻿397,1175430,Đề,MenberO488,14,"181,400","10-01-2023 09:52:16"
﻿398,1175431,Đề,MenberO488,15,"181,400","10-01-2023 09:52:16"
﻿399,1175432,Đề,MenberO488,16,"181,400","10-01-2023 09:52:16"
﻿400,1175433,Đề,MenberO488,89,"181,400","10-01-2023 09:52:16"
﻿401,1175434,Đề,MenberO488,00,"272,100","10-01-2023 09:52:16"
﻿402,1175435,Đề,MenberO488,01,"272,100","10-01-2023 09:52:16"
﻿403,1175436,Đề,MenberO488,02,"272,100","10-01-2023 09:52:16"
﻿404,1175437,Đề,MenberO488,03,"272,100","10-01-2023 09:52:16"
﻿405,1175438,Đề,MenberO488,04,"272,100","10-01-2023 09:52:16"
﻿406,1175439,Đề,MenberO488,05,"272,100","10-01-2023 09:52:16"
﻿407,1175440,Đề,MenberO488,06,"272,100","10-01-2023 09:52:16"
﻿408,1175441,Đề,MenberO488,99,"272,100","10-01-2023 09:52:16"
﻿409,1175442,Đề,MenberO488,10,"181,400","10-01-2023 09:52:16"
﻿410,1175443,Đề,MenberO488,11,"181,400","10-01-2023 09:52:16"
﻿411,1175444,Đề,MenberO488,12,"181,400","10-01-2023 09:52:16"
﻿412,1175445,Đề,MenberO488,13,"181,400","10-01-2023 09:52:16"
﻿413,1175446,Đề,MenberO488,14,"181,400","10-01-2023 09:52:16"
﻿414,1175447,Đề,MenberO488,15,"181,400","10-01-2023 09:52:16"
﻿415,1175448,Đề,MenberO488,16,"181,400","10-01-2023 09:52:16"
﻿416,1175449,Đề,MenberO488,89,"181,400","10-01-2023 09:52:16"
﻿417,1175450,Đề,MenberO488,00,"272,100","10-01-2023 09:52:16"
﻿418,1175451,Đề,MenberO488,01,"272,100","10-01-2023 09:52:16"
﻿419,1175452,Đề,MenberO488,02,"272,100","10-01-2023 09:52:16"
﻿420,1175453,Đề,MenberO488,03,"272,100","10-01-2023 09:52:16"
﻿421,1175454,Đề,MenberO488,04,"272,100","10-01-2023 09:52:16"
﻿422,1175455,Đề,MenberO488,05,"272,100","10-01-2023 09:52:16"
﻿423,1175456,Đề,MenberO488,06,"272,100","10-01-2023 09:52:16"
﻿424,1175457,Đề,MenberO488,99,"272,100","10-01-2023 09:52:16"
﻿425,1175458,Đề,MenberO488,10,"181,400","10-01-2023 09:52:16"
﻿426,1175459,Đề,MenberO488,11,"181,400","10-01-2023 09:52:16"
﻿427,1175460,Đề,MenberO488,12,"181,400","10-01-2023 09:52:16"
﻿428,1175461,Đề,MenberO488,13,"181,400","10-01-2023 09:52:16"
﻿429,1175462,Đề,MenberO488,14,"181,400","10-01-2023 09:52:16"
﻿430,1175463,Đề,MenberO488,15,"181,400","10-01-2023 09:52:16"
﻿431,1175464,Đề,MenberO488,16,"181,400","10-01-2023 09:52:16"
﻿432,1175465,Đề,MenberO488,89,"181,400","10-01-2023 09:52:16"
﻿433,1175466,Đề,MenberO488,00,"272,100","10-01-2023 09:52:16"
﻿434,1175467,Đề,MenberO488,01,"272,100","10-01-2023 09:52:16"
﻿435,1175468,Đề,MenberO488,02,"272,100","10-01-2023 09:52:16"
﻿436,1175469,Đề,MenberO488,03,"272,100","10-01-2023 09:52:16"
﻿437,1175470,Đề,MenberO488,04,"272,100","10-01-2023 09:52:16"
﻿438,1175471,Đề,MenberO488,05,"272,100","10-01-2023 09:52:16"
﻿439,1175472,Đề,MenberO488,06,"272,100","10-01-2023 09:52:16"
﻿440,1175473,Đề,MenberO488,99,"272,100","10-01-2023 09:52:16"
﻿441,1175474,Đề,MenberO488,10,"181,400","10-01-2023 09:52:16"
﻿442,1175475,Đề,MenberO488,11,"181,400","10-01-2023 09:52:16"
﻿443,1175476,Đề,MenberO488,12,"181,400","10-01-2023 09:52:16"
﻿444,1175477,Đề,MenberO488,13,"181,400","10-01-2023 09:52:16"
﻿445,1175478,Đề,MenberO488,14,"181,400","10-01-2023 09:52:16"
﻿446,1175479,Đề,MenberO488,15,"181,400","10-01-2023 09:52:16"
﻿447,1175480,Đề,MenberO488,16,"181,400","10-01-2023 09:52:16"
﻿448,1175481,Đề,MenberO488,89,"181,400","10-01-2023 09:52:16"
﻿449,1175482,Đề,MenberO488,00,"272,100","10-01-2023 09:52:16"
﻿450,1175483,Đề,MenberO488,01,"272,100","10-01-2023 09:52:16"
﻿451,1175484,Đề,MenberO488,02,"272,100","10-01-2023 09:52:16"
﻿452,1175485,Đề,MenberO488,03,"272,100","10-01-2023 09:52:17"
﻿453,1175486,Đề,MenberO488,04,"272,100","10-01-2023 09:52:17"
﻿454,1175487,Đề,MenberO488,05,"272,100","10-01-2023 09:52:17"
﻿455,1175488,Đề,MenberO488,06,"272,100","10-01-2023 09:52:17"
﻿456,1175489,Đề,MenberO488,99,"272,100","10-01-2023 09:52:17"
﻿457,1175490,Đề,MenberO488,10,"181,400","10-01-2023 09:52:17"
﻿458,1175491,Đề,MenberO488,11,"181,400","10-01-2023 09:52:17"
﻿459,1175492,Đề,MenberO488,12,"181,400","10-01-2023 09:52:17"
﻿460,1175493,Đề,MenberO488,13,"181,400","10-01-2023 09:52:17"
﻿461,1175494,Đề,MenberO488,14,"181,400","10-01-2023 09:52:17"
﻿462,1175495,Đề,MenberO488,15,"181,400","10-01-2023 09:52:17"
﻿463,1175496,Đề,MenberO488,16,"181,400","10-01-2023 09:52:17"
﻿464,1175497,Đề,MenberO488,89,"181,400","10-01-2023 09:52:17"
﻿465,1175498,Đề,MenberO488,00,"272,100","10-01-2023 09:52:17"
﻿466,1175499,Đề,MenberO488,01,"272,100","10-01-2023 09:52:17"
﻿467,1175500,Đề,MenberO488,02,"272,100","10-01-2023 09:52:17"
﻿468,1175501,Đề,MenberO488,03,"272,100","10-01-2023 09:52:17"
﻿469,1175502,Đề,MenberO488,04,"272,100","10-01-2023 09:52:17"
﻿470,1175503,Đề,MenberO488,05,"272,100","10-01-2023 09:52:17"
﻿471,1175504,Đề,MenberO488,06,"272,100","10-01-2023 09:52:17"
﻿472,1175505,Đề,MenberO488,99,"272,100","10-01-2023 09:52:17"
﻿473,1175506,Đề,MenberO488,10,"181,400","10-01-2023 09:52:17"
﻿474,1175507,Đề,MenberO488,11,"181,400","10-01-2023 09:52:17"
﻿475,1175508,Đề,MenberO488,12,"181,400","10-01-2023 09:52:17"
﻿476,1175509,Đề,MenberO488,13,"181,400","10-01-2023 09:52:17"
﻿477,1175510,Đề,MenberO488,14,"181,400","10-01-2023 09:52:17"
﻿478,1175511,Đề,MenberO488,15,"181,400","10-01-2023 09:52:17"
﻿479,1175512,Đề,MenberO488,16,"181,400","10-01-2023 09:52:17"
﻿480,1175513,Đề,MenberO488,89,"181,400","10-01-2023 09:52:17"
﻿481,1175546,Đề,MenberO488,00,"272,100","10-01-2023 09:56:54"
﻿482,1175547,Đề,MenberO488,01,"272,100","10-01-2023 09:56:54"
﻿483,1175548,Đề,MenberO488,02,"272,100","10-01-2023 09:56:56"
﻿484,1175549,Đề,MenberO488,03,"272,100","10-01-2023 09:56:59"
﻿485,1175550,Đề,MenberO488,04,"272,100","10-01-2023 09:57:01"
﻿486,1175551,Đề,MenberO488,05,"272,100","10-01-2023 09:57:03"
﻿487,1175552,Đề,MenberO488,06,"272,100","10-01-2023 09:57:03"
﻿488,1175554,Đề,MenberO488,99,"272,100","10-01-2023 09:59:59"
﻿489,1175557,Đề,MenberO488,10,"181,400","10-01-2023 10:00:03"
﻿490,1175559,Đề,MenberO488,11,"181,400","10-01-2023 10:00:19"
﻿491,1175564,Đề,MenberO488,12,"181,400","10-01-2023 10:01:15"
﻿492,1175568,Đề,MenberO488,13,"181,400","10-01-2023 10:01:17"
﻿493,1175572,Đề,MenberO488,14,"181,400","10-01-2023 10:01:19"
