STT,"Mã Cược",Loại,"Người dùng","Số cược","Tiền cược","Thời gian",Huỷ
﻿60,1175093,Đề,MenberO488,13,"181,400","10-01-2023 09:52:11"
﻿61,1175094,Đề,MenberO488,14,"181,400","10-01-2023 09:52:11"
﻿62,1175095,Đề,MenberO488,15,"181,400","10-01-2023 09:52:11"
﻿63,1175096,Đề,MenberO488,16,"181,400","10-01-2023 09:52:11"
﻿64,1175097,Đề,MenberO488,89,"181,400","10-01-2023 09:52:11"
﻿65,1175098,Đề,MenberO488,00,"272,100","10-01-2023 09:52:11"
﻿66,1175099,Đề,MenberO488,01,"272,100","10-01-2023 09:52:11"
﻿67,1175100,Đề,MenberO488,02,"272,100","10-01-2023 09:52:11"
﻿68,1175101,Đề,MenberO488,03,"272,100","10-01-2023 09:52:11"
﻿69,1175102,Đề,MenberO488,04,"272,100","10-01-2023 09:52:11"
﻿70,1175103,Đề,MenberO488,05,"272,100","10-01-2023 09:52:11"
﻿71,1175104,Đề,MenberO488,06,"272,100","10-01-2023 09:52:11"
﻿72,1175105,Đề,MenberO488,99,"272,100","10-01-2023 09:52:11"
﻿73,1175106,Đề,MenberO488,10,"181,400","10-01-2023 09:52:11"
﻿74,1175107,Đề,MenberO488,11,"181,400","10-01-2023 09:52:11"
﻿75,1175108,Đề,MenberO488,12,"181,400","10-01-2023 09:52:11"
﻿76,1175109,Đề,MenberO488,13,"181,400","10-01-2023 09:52:11"
﻿77,1175110,Đề,MenberO488,14,"181,400","10-01-2023 09:52:11"
﻿78,1175111,Đề,MenberO488,15,"181,400","10-01-2023 09:52:11"
﻿79,1175112,Đề,MenberO488,16,"181,400","10-01-2023 09:52:11"
﻿80,1175113,Đề,MenberO488,89,"181,400","10-01-2023 09:52:11"
﻿81,1175114,Đề,MenberO488,00,"272,100","10-01-2023 09:52:11"
﻿82,1175115,Đề,MenberO488,01,"272,100","10-01-2023 09:52:11"
﻿83,1175116,Đề,MenberO488,02,"272,100","10-01-2023 09:52:12"
﻿84,1175117,Đề,MenberO488,03,"272,100","10-01-2023 09:52:12"
﻿85,1175118,Đề,MenberO488,04,"272,100","10-01-2023 09:52:12"
﻿86,1175119,Đề,MenberO488,05,"272,100","10-01-2023 09:52:12"
﻿87,1175120,Đề,MenberO488,06,"272,100","10-01-2023 09:52:12"
﻿88,1175121,Đề,MenberO488,99,"272,100","10-01-2023 09:52:12"
﻿89,1175122,Đề,MenberO488,10,"181,400","10-01-2023 09:52:12"
﻿90,1175123,Đề,MenberO488,11,"181,400","10-01-2023 09:52:12"
﻿91,1175124,Đề,MenberO488,12,"181,400","10-01-2023 09:52:12"
﻿92,1175125,Đề,MenberO488,13,"181,400","10-01-2023 09:52:12"
﻿93,1175126,Đề,MenberO488,14,"181,400","10-01-2023 09:52:12"
﻿94,1175127,Đề,MenberO488,15,"181,400","10-01-2023 09:52:12"
﻿95,1175128,Đề,MenberO488,16,"181,400","10-01-2023 09:52:12"
﻿96,1175129,Đề,MenberO488,89,"181,400","10-01-2023 09:52:12"
﻿97,1175130,Đề,MenberO488,00,"272,100","10-01-2023 09:52:12"
﻿98,1175131,Đề,MenberO488,01,"272,100","10-01-2023 09:52:12"
﻿99,1175132,Đề,MenberO488,02,"272,100","10-01-2023 09:52:12"
﻿100,1175133,Đề,MenberO488,03,"272,100","10-01-2023 09:52:12"
﻿101,1175134,Đề,MenberO488,04,"272,100","10-01-2023 09:52:12"
﻿102,1175135,Đề,MenberO488,05,"272,100","10-01-2023 09:52:12"
﻿103,1175136,Đề,MenberO488,06,"272,100","10-01-2023 09:52:12"
﻿104,1175137,Đề,MenberO488,99,"272,100","10-01-2023 09:52:12"
﻿105,1175138,Đề,MenberO488,10,"181,400","10-01-2023 09:52:12"
﻿106,1175139,Đề,MenberO488,11,"181,400","10-01-2023 09:52:12"
﻿107,1175140,Đề,MenberO488,12,"181,400","10-01-2023 09:52:12"
﻿108,1175141,Đề,MenberO488,13,"181,400","10-01-2023 09:52:12"
﻿109,1175142,Đề,MenberO488,14,"181,400","10-01-2023 09:52:12"
﻿110,1175143,Đề,MenberO488,15,"181,400","10-01-2023 09:52:12"
﻿111,1175144,Đề,MenberO488,16,"181,400","10-01-2023 09:52:12"
﻿112,1175145,Đề,MenberO488,89,"181,400","10-01-2023 09:52:12"
﻿113,1175146,Đề,MenberO488,00,"272,100","10-01-2023 09:52:12"
﻿114,1175147,Đề,MenberO488,01,"272,100","10-01-2023 09:52:12"
﻿115,1175148,Đề,MenberO488,02,"272,100","10-01-2023 09:52:12"
﻿116,1175149,Đề,MenberO488,03,"272,100","10-01-2023 09:52:12"
﻿117,1175150,Đề,MenberO488,04,"272,100","10-01-2023 09:52:12"
﻿118,1175151,Đề,MenberO488,05,"272,100","10-01-2023 09:52:12"
﻿119,1175152,Đề,MenberO488,06,"272,100","10-01-2023 09:52:12"
﻿120,1175153,Đề,MenberO488,99,"272,100","10-01-2023 09:52:12"
﻿121,1175154,Đề,MenberO488,10,"181,400","10-01-2023 09:52:12"
﻿122,1175155,Đề,MenberO488,11,"181,400","10-01-2023 09:52:12"
﻿123,1175156,Đề,MenberO488,12,"181,400","10-01-2023 09:52:12"
﻿124,1175157,Đề,MenberO488,13,"181,400","10-01-2023 09:52:12"
﻿125,1175158,Đề,MenberO488,14,"181,400","10-01-2023 09:52:12"
﻿126,1175159,Đề,MenberO488,15,"181,400","10-01-2023 09:52:12"
﻿127,1175160,Đề,MenberO488,16,"181,400","10-01-2023 09:52:12"
﻿128,1175161,Đề,MenberO488,89,"181,400","10-01-2023 09:52:12"
﻿129,1175162,Đề,MenberO488,00,"272,100","10-01-2023 09:52:12"
﻿130,1175163,Đề,MenberO488,01,"272,100","10-01-2023 09:52:12"
﻿131,1175164,Đề,MenberO488,02,"272,100","10-01-2023 09:52:12"
﻿132,1175165,Đề,MenberO488,03,"272,100","10-01-2023 09:52:12"
﻿133,1175166,Đề,MenberO488,04,"272,100","10-01-2023 09:52:12"
﻿134,1175167,Đề,MenberO488,05,"272,100","10-01-2023 09:52:12"
﻿135,1175168,Đề,MenberO488,06,"272,100","10-01-2023 09:52:12"
﻿136,1175169,Đề,MenberO488,99,"272,100","10-01-2023 09:52:12"
﻿137,1175170,Đề,MenberO488,10,"181,400","10-01-2023 09:52:12"
﻿138,1175171,Đề,MenberO488,11,"181,400","10-01-2023 09:52:12"
﻿139,1175172,Đề,MenberO488,12,"181,400","10-01-2023 09:52:12"
﻿140,1175173,Đề,MenberO488,13,"181,400","10-01-2023 09:52:12"
﻿141,1175174,Đề,MenberO488,14,"181,400","10-01-2023 09:52:12"
﻿142,1175175,Đề,MenberO488,15,"181,400","10-01-2023 09:52:12"
﻿143,1175176,Đề,MenberO488,16,"181,400","10-01-2023 09:52:12"
﻿144,1175177,Đề,MenberO488,89,"181,400","10-01-2023 09:52:12"
﻿145,1175178,Đề,MenberO488,00,"272,100","10-01-2023 09:52:12"
﻿146,1175179,Đề,MenberO488,01,"272,100","10-01-2023 09:52:12"
﻿147,1175180,Đề,MenberO488,02,"272,100","10-01-2023 09:52:12"
﻿148,1175181,Đề,MenberO488,03,"272,100","10-01-2023 09:52:12"
﻿149,1175182,Đề,MenberO488,04,"272,100","10-01-2023 09:52:12"
﻿150,1175183,Đề,MenberO488,05,"272,100","10-01-2023 09:52:12"
﻿151,1175184,Đề,MenberO488,06,"272,100","10-01-2023 09:52:12"
﻿152,1175185,Đề,MenberO488,99,"272,100","10-01-2023 09:52:12"
﻿153,1175186,Đề,MenberO488,10,"181,400","10-01-2023 09:52:13"
﻿154,1175187,Đề,MenberO488,11,"181,400","10-01-2023 09:52:13"
﻿155,1175188,Đề,MenberO488,12,"181,400","10-01-2023 09:52:13"
﻿156,1175189,Đề,MenberO488,13,"181,400","10-01-2023 09:52:13"
﻿157,1175190,Đề,MenberO488,14,"181,400","10-01-2023 09:52:13"
﻿158,1175191,Đề,MenberO488,15,"181,400","10-01-2023 09:52:13"
﻿159,1175192,Đề,MenberO488,16,"181,400","10-01-2023 09:52:13"
﻿160,1175193,Đề,MenberO488,89,"181,400","10-01-2023 09:52:13"
﻿161,1175194,Đề,MenberO488,00,"272,100","10-01-2023 09:52:13"
﻿162,1175195,Đề,MenberO488,01,"272,100","10-01-2023 09:52:13"
﻿163,1175196,Đề,MenberO488,02,"272,100","10-01-2023 09:52:13"
﻿164,1175197,Đề,MenberO488,03,"272,100","10-01-2023 09:52:13"
﻿165,1175198,Đề,MenberO488,04,"272,100","10-01-2023 09:52:13"
﻿166,1175199,Đề,MenberO488,05,"272,100","10-01-2023 09:52:13"
﻿167,1175200,Đề,MenberO488,06,"272,100","10-01-2023 09:52:13"
﻿168,1175201,Đề,MenberO488,99,"272,100","10-01-2023 09:52:13"
﻿169,1175202,Đề,MenberO488,10,"181,400","10-01-2023 09:52:13"
﻿170,1175203,Đề,MenberO488,11,"181,400","10-01-2023 09:52:13"
﻿171,1175204,Đề,MenberO488,12,"181,400","10-01-2023 09:52:13"
﻿172,1175205,Đề,MenberO488,13,"181,400","10-01-2023 09:52:13"
﻿173,1175206,Đề,MenberO488,14,"181,400","10-01-2023 09:52:13"
﻿174,1175207,Đề,MenberO488,15,"181,400","10-01-2023 09:52:13"
﻿175,1175208,Đề,MenberO488,16,"181,400","10-01-2023 09:52:13"
﻿176,1175209,Đề,MenberO488,89,"181,400","10-01-2023 09:52:13"
﻿177,1175210,Đề,MenberO488,00,"272,100","10-01-2023 09:52:13"
﻿178,1175211,Đề,MenberO488,01,"272,100","10-01-2023 09:52:13"
﻿179,1175212,Đề,MenberO488,02,"272,100","10-01-2023 09:52:13"
﻿180,1175213,Đề,MenberO488,03,"272,100","10-01-2023 09:52:13"
﻿181,1175214,Đề,MenberO488,04,"272,100","10-01-2023 09:52:13"
﻿182,1175215,Đề,MenberO488,05,"272,100","10-01-2023 09:52:13"
﻿183,1175216,Đề,MenberO488,06,"272,100","10-01-2023 09:52:13"
﻿184,1175217,Đề,MenberO488,99,"272,100","10-01-2023 09:52:13"
﻿185,1175218,Đề,MenberO488,10,"181,400","10-01-2023 09:52:13"
﻿186,1175219,Đề,MenberO488,11,"181,400","10-01-2023 09:52:13"
﻿187,1175220,Đề,MenberO488,12,"181,400","10-01-2023 09:52:13"
﻿188,1175221,Đề,MenberO488,13,"181,400","10-01-2023 09:52:13"
﻿189,1175222,Đề,MenberO488,14,"181,400","10-01-2023 09:52:13"
﻿190,1175223,Đề,MenberO488,15,"181,400","10-01-2023 09:52:13"
﻿191,1175224,Đề,MenberO488,16,"181,400","10-01-2023 09:52:13"
﻿192,1175225,Đề,MenberO488,89,"181,400","10-01-2023 09:52:13"
﻿193,1175226,Đề,MenberO488,00,"272,100","10-01-2023 09:52:13"
﻿194,1175227,Đề,MenberO488,01,"272,100","10-01-2023 09:52:13"
﻿195,1175228,Đề,MenberO488,02,"272,100","10-01-2023 09:52:13"
﻿196,1175229,Đề,MenberO488,03,"272,100","10-01-2023 09:52:13"
﻿197,1175230,Đề,MenberO488,04,"272,100","10-01-2023 09:52:13"
﻿198,1175231,Đề,MenberO488,05,"272,100","10-01-2023 09:52:13"
﻿199,1175232,Đề,MenberO488,06,"272,100","10-01-2023 09:52:13"
﻿200,1175233,Đề,MenberO488,99,"272,100","10-01-2023 09:52:13"
﻿201,1175234,Đề,MenberO488,10,"181,400","10-01-2023 09:52:13"
﻿202,1175235,Đề,MenberO488,11,"181,400","10-01-2023 09:52:13"
﻿203,1175236,Đề,MenberO488,12,"181,400","10-01-2023 09:52:13"
﻿204,1175237,Đề,MenberO488,13,"181,400","10-01-2023 09:52:13"
﻿205,1175238,Đề,MenberO488,14,"181,400","10-01-2023 09:52:13"
﻿206,1175239,Đề,MenberO488,15,"181,400","10-01-2023 09:52:13"
﻿207,1175240,Đề,MenberO488,16,"181,400","10-01-2023 09:52:13"
﻿208,1175241,Đề,MenberO488,89,"181,400","10-01-2023 09:52:13"
﻿209,1175242,Đề,MenberO488,00,"272,100","10-01-2023 09:52:13"
﻿210,1175243,Đề,MenberO488,01,"272,100","10-01-2023 09:52:13"
﻿211,1175244,Đề,MenberO488,02,"272,100","10-01-2023 09:52:13"
﻿212,1175245,Đề,MenberO488,03,"272,100","10-01-2023 09:52:13"
﻿213,1175246,Đề,MenberO488,04,"272,100","10-01-2023 09:52:13"
﻿214,1175247,Đề,MenberO488,05,"272,100","10-01-2023 09:52:13"
﻿215,1175248,Đề,MenberO488,06,"272,100","10-01-2023 09:52:13"
﻿216,1175249,Đề,MenberO488,99,"272,100","10-01-2023 09:52:14"
﻿217,1175250,Đề,MenberO488,10,"181,400","10-01-2023 09:52:14"
﻿218,1175251,Đề,MenberO488,11,"181,400","10-01-2023 09:52:14"
﻿219,1175252,Đề,MenberO488,12,"181,400","10-01-2023 09:52:14"
﻿220,1175253,Đề,MenberO488,13,"181,400","10-01-2023 09:52:14"
﻿221,1175254,Đề,MenberO488,14,"181,400","10-01-2023 09:52:14"
﻿222,1175255,Đề,MenberO488,15,"181,400","10-01-2023 09:52:14"
﻿223,1175256,Đề,MenberO488,16,"181,400","10-01-2023 09:52:14"
﻿224,1175257,Đề,MenberO488,89,"181,400","10-01-2023 09:52:14"
﻿225,1175258,Đề,MenberO488,00,"272,100","10-01-2023 09:52:14"
﻿226,1175259,Đề,MenberO488,01,"272,100","10-01-2023 09:52:14"
﻿227,1175260,Đề,MenberO488,02,"272,100","10-01-2023 09:52:14"
﻿228,1175261,Đề,MenberO488,03,"272,100","10-01-2023 09:52:14"
﻿229,1175262,Đề,MenberO488,04,"272,100","10-01-2023 09:52:14"
﻿230,1175263,Đề,MenberO488,05,"272,100","10-01-2023 09:52:14"
﻿231,1175264,Đề,MenberO488,06,"272,100","10-01-2023 09:52:14"
﻿232,1175265,Đề,MenberO488,99,"272,100","10-01-2023 09:52:14"
﻿233,1175266,Đề,MenberO488,10,"181,400","10-01-2023 09:52:14"
﻿234,1175267,Đề,MenberO488,11,"181,400","10-01-2023 09:52:14"
﻿235,1175268,Đề,MenberO488,12,"181,400","10-01-2023 09:52:14"
﻿236,1175269,Đề,MenberO488,13,"181,400","10-01-2023 09:52:14"
﻿237,1175270,Đề,MenberO488,14,"181,400","10-01-2023 09:52:14"
﻿238,1175271,Đề,MenberO488,15,"181,400","10-01-2023 09:52:14"
﻿239,1175272,Đề,MenberO488,16,"181,400","10-01-2023 09:52:14"
﻿240,1175273,Đề,MenberO488,89,"181,400","10-01-2023 09:52:14"
﻿241,1175274,Đề,MenberO488,00,"272,100","10-01-2023 09:52:14"
﻿242,1175275,Đề,MenberO488,01,"272,100","10-01-2023 09:52:14"
﻿243,1175276,Đề,MenberO488,02,"272,100","10-01-2023 09:52:14"
﻿244,1175277,Đề,MenberO488,03,"272,100","10-01-2023 09:52:14"
﻿245,1175278,Đề,MenberO488,04,"272,100","10-01-2023 09:52:14"
﻿246,1175279,Đề,MenberO488,05,"272,100","10-01-2023 09:52:14"
﻿247,1175280,Đề,MenberO488,06,"272,100","10-01-2023 09:52:14"
﻿248,1175281,Đề,MenberO488,99,"272,100","10-01-2023 09:52:14"
﻿249,1175282,Đề,MenberO488,10,"181,400","10-01-2023 09:52:14"
﻿250,1175283,Đề,MenberO488,11,"181,400","10-01-2023 09:52:14"
﻿251,1175284,Đề,MenberO488,12,"181,400","10-01-2023 09:52:14"
﻿252,1175285,Đề,MenberO488,13,"181,400","10-01-2023 09:52:14"
﻿253,1175286,Đề,MenberO488,14,"181,400","10-01-2023 09:52:14"
﻿254,1175287,Đề,MenberO488,15,"181,400","10-01-2023 09:52:14"
﻿255,1175288,Đề,MenberO488,16,"181,400","10-01-2023 09:52:14"
﻿256,1175289,Đề,MenberO488,89,"181,400","10-01-2023 09:52:14"
﻿257,1175290,Đề,MenberO488,00,"272,100","10-01-2023 09:52:14"
﻿258,1175291,Đề,MenberO488,01,"272,100","10-01-2023 09:52:14"
﻿259,1175292,Đề,MenberO488,02,"272,100","10-01-2023 09:52:14"
﻿260,1175293,Đề,MenberO488,03,"272,100","10-01-2023 09:52:14"
﻿261,1175294,Đề,MenberO488,04,"272,100","10-01-2023 09:52:14"
﻿262,1175295,Đề,MenberO488,05,"272,100","10-01-2023 09:52:14"
﻿263,1175296,Đề,MenberO488,06,"272,100","10-01-2023 09:52:14"
﻿264,1175297,Đề,MenberO488,99,"272,100","10-01-2023 09:52:14"
﻿265,1175298,Đề,MenberO488,10,"181,400","10-01-2023 09:52:14"
﻿266,1175299,Đề,MenberO488,11,"181,400","10-01-2023 09:52:14"
﻿267,1175300,Đề,MenberO488,12,"181,400","10-01-2023 09:52:14"
﻿268,1175301,Đề,MenberO488,13,"181,400","10-01-2023 09:52:14"
﻿269,1175302,Đề,MenberO488,14,"181,400","10-01-2023 09:52:14"
﻿270,1175303,Đề,MenberO488,15,"181,400","10-01-2023 09:52:14"
﻿271,1175304,Đề,MenberO488,16,"181,400","10-01-2023 09:52:14"
﻿272,1175305,Đề,MenberO488,89,"181,400","10-01-2023 09:52:14"
﻿273,1175306,Đề,MenberO488,00,"272,100","10-01-2023 09:52:14"
﻿274,1175307,Đề,MenberO488,01,"272,100","10-01-2023 09:52:14"
﻿275,1175308,Đề,MenberO488,02,"272,100","10-01-2023 09:52:14"
﻿276,1175309,Đề,MenberO488,03,"272,100","10-01-2023 09:52:14"
﻿277,1175310,Đề,MenberO488,04,"272,100","10-01-2023 09:52:14"
﻿278,1175311,Đề,MenberO488,05,"272,100","10-01-2023 09:52:14"
﻿279,1175312,Đề,MenberO488,06,"272,100","10-01-2023 09:52:14"
﻿280,1175313,Đề,MenberO488,99,"272,100","10-01-2023 09:52:14"
﻿281,1175314,Đề,MenberO488,10,"181,400","10-01-2023 09:52:14"
﻿282,1175315,Đề,MenberO488,11,"181,400","10-01-2023 09:52:14"
﻿283,1175316,Đề,MenberO488,12,"181,400","10-01-2023 09:52:14"
﻿284,1175317,Đề,MenberO488,13,"181,400","10-01-2023 09:52:14"
﻿285,1175318,Đề,MenberO488,14,"181,400","10-01-2023 09:52:14"
﻿286,1175319,Đề,MenberO488,15,"181,400","10-01-2023 09:52:14"
﻿287,1175320,Đề,MenberO488,16,"181,400","10-01-2023 09:52:14"
﻿288,1175321,Đề,MenberO488,89,"181,400","10-01-2023 09:52:14"
﻿289,1175322,Đề,MenberO488,00,"272,100","10-01-2023 09:52:15"
﻿290,1175323,Đề,MenberO488,01,"272,100","10-01-2023 09:52:15"
﻿291,1175324,Đề,MenberO488,02,"272,100","10-01-2023 09:52:15"
﻿292,1175325,Đề,MenberO488,03,"272,100","10-01-2023 09:52:15"
﻿293,1175326,Đề,MenberO488,04,"272,100","10-01-2023 09:52:15"
﻿294,1175327,Đề,MenberO488,05,"272,100","10-01-2023 09:52:15"
﻿295,1175328,Đề,MenberO488,06,"272,100","10-01-2023 09:52:15"
﻿296,1175329,Đề,MenberO488,99,"272,100","10-01-2023 09:52:15"
﻿297,1175330,Đề,MenberO488,10,"181,400","10-01-2023 09:52:15"
﻿298,1175331,Đề,MenberO488,11,"181,400","10-01-2023 09:52:15"
﻿299,1175332,Đề,MenberO488,12,"181,400","10-01-2023 09:52:15"
﻿300,1175333,Đề,MenberO488,13,"181,400","10-01-2023 09:52:15"
﻿301,1175334,Đề,MenberO488,14,"181,400","10-01-2023 09:52:15"
﻿302,1175335,Đề,MenberO488,15,"181,400","10-01-2023 09:52:15"
﻿303,1175336,Đề,MenberO488,16,"181,400","10-01-2023 09:52:15"
﻿304,1175337,Đề,MenberO488,89,"181,400","10-01-2023 09:52:15"
﻿305,1175338,Đề,MenberO488,00,"272,100","10-01-2023 09:52:15"
﻿306,1175339,Đề,MenberO488,01,"272,100","10-01-2023 09:52:15"
﻿307,1175340,Đề,MenberO488,02,"272,100","10-01-2023 09:52:15"
﻿308,1175341,Đề,MenberO488,03,"272,100","10-01-2023 09:52:15"
﻿309,1175342,Đề,MenberO488,04,"272,100","10-01-2023 09:52:15"
﻿310,1175343,Đề,MenberO488,05,"272,100","10-01-2023 09:52:15"
﻿311,1175344,Đề,MenberO488,06,"272,100","10-01-2023 09:52:15"
﻿312,1175345,Đề,MenberO488,99,"272,100","10-01-2023 09:52:15"
﻿313,1175346,Đề,MenberO488,10,"181,400","10-01-2023 09:52:15"
﻿314,1175347,Đề,MenberO488,11,"181,400","10-01-2023 09:52:15"
﻿315,1175348,Đề,MenberO488,12,"181,400","10-01-2023 09:52:15"
﻿316,1175349,Đề,MenberO488,13,"181,400","10-01-2023 09:52:15"
﻿317,1175350,Đề,MenberO488,14,"181,400","10-01-2023 09:52:15"
﻿318,1175351,Đề,MenberO488,15,"181,400","10-01-2023 09:52:15"
﻿319,1175352,Đề,MenberO488,16,"181,400","10-01-2023 09:52:15"
﻿320,1175353,Đề,MenberO488,89,"181,400","10-01-2023 09:52:15"
﻿321,1175354,Đề,MenberO488,00,"272,100","10-01-2023 09:52:15"
﻿322,1175355,Đề,MenberO488,01,"272,100","10-01-2023 09:52:15"
﻿323,1175356,Đề,MenberO488,02,"272,100","10-01-2023 09:52:15"
﻿324,1175357,Đề,MenberO488,03,"272,100","10-01-2023 09:52:15"
﻿325,1175358,Đề,MenberO488,04,"272,100","10-01-2023 09:52:15"
﻿326,1175359,Đề,MenberO488,05,"272,100","10-01-2023 09:52:15"
﻿327,1175360,Đề,MenberO488,06,"272,100","10-01-2023 09:52:15"
﻿328,1175361,Đề,MenberO488,99,"272,100","10-01-2023 09:52:15"
﻿329,1175362,Đề,MenberO488,10,"181,400","10-01-2023 09:52:15"
﻿330,1175363,Đề,MenberO488,11,"181,400","10-01-2023 09:52:15"
﻿331,1175364,Đề,MenberO488,12,"181,400","10-01-2023 09:52:15"
﻿332,1175365,Đề,MenberO488,13,"181,400","10-01-2023 09:52:15"
﻿333,1175366,Đề,MenberO488,14,"181,400","10-01-2023 09:52:15"
﻿334,1175367,Đề,MenberO488,15,"181,400","10-01-2023 09:52:15"
﻿335,1175368,Đề,MenberO488,16,"181,400","10-01-2023 09:52:15"
﻿336,1175369,Đề,MenberO488,89,"181,400","10-01-2023 09:52:15"
﻿337,1175370,Đề,MenberO488,00,"272,100","10-01-2023 09:52:15"
﻿338,1175371,Đề,MenberO488,01,"272,100","10-01-2023 09:52:15"
﻿339,1175372,Đề,MenberO488,02,"272,100","10-01-2023 09:52:15"
﻿340,1175373,Đề,MenberO488,03,"272,100","10-01-2023 09:52:15"
﻿341,1175374,Đề,MenberO488,04,"272,100","10-01-2023 09:52:15"
﻿342,1175375,Đề,MenberO488,05,"272,100","10-01-2023 09:52:15"
﻿343,1175376,Đề,MenberO488,06,"272,100","10-01-2023 09:52:15"
﻿344,1175377,Đề,MenberO488,99,"272,100","10-01-2023 09:52:15"
﻿345,1175378,Đề,MenberO488,10,"181,400","10-01-2023 09:52:15"
﻿346,1175379,Đề,MenberO488,11,"181,400","10-01-2023 09:52:15"
﻿347,1175380,Đề,MenberO488,12,"181,400","10-01-2023 09:52:15"
